Fields,Year,ALL0-4,ALL5-14,ALL15-34,ALL0-34,ALL35-69,ALL70-79,MEDICALb,MEDICALc,NONMEDb,NONMEDc,INFECTb,INFECTc,INTESTINb,INTESTINc,PULMTBb,PULMTBc,OTHERTBb,OTHERTBc,VIRALHEPb,VIRALHEPc,SCHISTOc,ALLCAb,ALLCAc,MOUTHCAc,NASOPCAc,NPConlyc,OESOPHCAc,STOMCAc,COLRECCAc,LIVERCAb,LIVERCAc,PANCRSCAc,BLADDCAc,LARYNXCAc,BREASTCAc,CERVIXCAc,BRAINCAc,LYMPHOMAc,LEUKEMIAb,LEUKEMIAc,ENDOCRINb,ENDOCRINc,DIABETESc,MALNUTRIb,MALNUTRIc,BLOODb,BLOODc,MENTALb,MENTALc,NERVOUSb,NERVOUSc,MENINGITb,MENINGITc,EPILEPSYb,EPILEPSYc,ALLVASCb,ALLVASCc,RHEUMHDb,RHEUMHDc,HYPTENSc,IHDc,IHeartDiseaseIHDc,STROKEb,STROKEc,VASC-STRb,VASC-STRc,ALLRESPb,ALLRESPc,PNEUMONb,PNEUMONc,COPDc,DIGESTIVb,DIGESTIVc,PEPULCERc,ENTCOLc,INTESTOBc,CIRRHOSb,CIRRHOSc,TOTLIVRb,TOTLIVRc,GALLBILc,GENITURc,RENALc,ALLSKINc,MUSCSKELc,ILL-DEFb,ILL-DEFc,ACCIDENTb,ACCIDENTc,ROADACCb,ROADACCc,DROWNb,DROWNc,SUICIDEb,SUICIDEc,HOMICIDEb,HOMICIDEc,INFANT,ALLCUMa,MEDICALa,NONMEDa,RESPINFa,ALLGIa,CONGENITa,NTDa,CONGENHDa,PERINATa,LOWBTHWTa,BTHTRAUMa,RDSa,NEOTETANa,MALNUTRIa,DROWNa,Total rate
D124,0.283980429,-0.346040219,-0.378253639,-0.12933664,-0.35043788,-0.120759122,-0.019803461,-0.352919161,-0.126866654,-0.125192657,0.067833379,-0.366125852,-0.354193598,-0.148289487,-0.147351161,-0.280976325,-0.305801898,-0.252490968,-0.265613854,0.062940627,0.067776382,-0.007024448,0.201129109,0.138626352,0.1621131,0.06388656,-0.108749524,-0.079166718,0.112273604,0.099828266,0.139762923,0.362739444,0.475235969,0.238055304,-0.003231154,0.12721388,-0.2270585,0.227166981,0.297019541,0.147036478,0.396647751,-0.274768651,0.175565675,0.299137682,-0.133828208,-0.106837504,-0.28707251,-0.199623421,0.077642433,0.166573688,-0.033848476,-0.026269848,-0.183832198,-0.196974322,0.039410792,0.097405836,-0.350414336,0.010942613,-0.193502679,-0.136333972,-0.114897586,0.22965686,0.22965686,-0.120501414,0.027227083,-0.342360318,-0.019835692,-0.323908657,-0.157488003,-0.322686285,-0.305709392,-0.084299237,-0.333989471,-0.327947766,-0.303669482,-0.184157148,-0.26546216,-0.210931271,-0.135878399,-0.034327708,0.226355582,0.188745618,-0.193545267,-0.274594188,0.014444913,-0.2123878,-0.132396951,-0.046074938,0.008052996,-0.074230656,0.093839929,0.074855112,0.162009433,0.202506259,-0.023217529,0.060138933,-0.057369333,-0.001427681,-0.276714236,-0.346061528,-0.353385419,-0.159690484,-0.246562645,-0.226913095,0.273124933,0.151294082,0.389231205,-0.309598863,0.015451234,-0.118495993,-0.124699645,-0.301234961,-0.120423608,0.210292965,-0.144107446
D125,0.224743083,-0.263008833,-0.196076408,-0.184097797,-0.264441788,0.068601169,-0.093316339,-0.249199882,0.059796188,-0.187419444,0.022524809,-0.249200523,-0.249017715,-0.051332314,-0.193215638,-0.23035118,-0.171931028,-0.038702104,-0.108910047,0.001962818,0.051194839,-0.030689714,0.092239514,0.256634355,0.019110994,-0.039369699,-0.138302103,0.088577762,0.21195522,0.04843197,0.03647998,0.281450689,0.160111845,-0.030235659,0.15594168,0.356693864,-0.014812707,0.193916067,0.204095647,0.224352375,0.128856793,-0.125253558,-0.019353362,0.032010917,0.042926509,-0.128793284,-0.351112545,-0.246761486,0.512853742,0.399123818,0.01940004,-0.224662349,-0.143681362,-0.262198687,0.032195482,-0.122255966,-0.317573726,0.206771746,-0.22951822,-0.087625787,-0.003319728,0.229273528,0.229273528,-0.176937193,0.265802532,-0.296283513,0.059442535,-0.132732809,-0.171185836,-0.114017881,-0.290730834,-0.103120707,-0.28996399,-0.344843179,-0.336173266,-0.248377085,-0.16082038,-0.376484811,-0.334184915,-0.135758609,0.03570031,0.083408311,-0.123164974,-0.207405508,-0.046840779,0.041031126,0.186037108,-0.047018748,-0.090144709,-0.001604944,0.180091351,0.298472673,-0.117658958,0.008675161,-0.165260091,-0.106658891,-0.171212152,-0.116188668,-0.215272173,-0.263109446,-0.246862516,-0.205639228,0.139450759,-0.077949576,-0.101330489,0.005827697,-0.076658949,-0.292800009,-0.0560393,-0.130561471,-0.155385315,-0.291906297,0.063524708,-0.031547077,-0.02210309
D126,0.167925268,-0.156594992,-0.168168157,-0.111474708,-0.175732628,-0.16475001,-0.137721881,-0.2274528,-0.210772201,0.159345761,0.103636675,-0.241014749,-0.051139437,-0.156875998,-0.19302623,-0.278871834,-0.039454609,-0.22766757,-0.268919438,0.223073378,0.156195909,0.253679097,0.140353397,0.085844368,0.04184385,0.154269621,0.073514782,-0.112668321,0.032807961,0.235791802,0.066105314,0.338882089,0.323732197,-0.001162866,-0.156684458,0.050354451,-0.168378383,0.224951684,0.201579481,0.173911735,0.237893134,-0.140560895,0.101758398,0.13993983,-0.052272569,-0.143397346,-0.190581158,-0.210223675,-0.058039296,0.012185734,-0.287726998,-0.183578253,-0.20988971,-0.116093099,-0.304475099,-0.172641337,-0.410879046,-0.208904922,-0.333388805,-0.27685979,-0.180209547,-0.121576048,-0.121576048,-0.1766399,-0.134639099,-0.393837482,-0.287294894,-0.232365504,-0.242356762,-0.222830817,-0.154174402,-0.214749172,-0.16817838,-0.239603043,-0.163671941,-0.163082838,-0.248340383,-0.183640614,-0.241057262,-0.012118455,0.145886019,0.307399213,-0.136137068,-0.086794324,0.179514289,-0.022745932,0.150927007,-0.073854581,-0.165514812,-0.047959667,-0.283988565,-0.113113791,0.198841557,0.33303079,0.018229531,0.037025843,-0.205981851,-0.065325029,-0.186428517,-0.156586096,-0.193920135,0.09485507,-0.168335214,-0.093279578,0.250552297,0.056995541,0.227950603,-0.171050265,0.102085307,-0.095651574,-0.051200092,-0.189655036,-0.051495939,0.238785535,-0.110315397
D127,0.020781137,-0.150324225,-0.164398551,-0.233103156,-0.192926243,-0.231649458,-0.068274781,-0.283522695,-0.308575094,0.009355714,-0.020012727,-0.292145282,-0.204330295,-0.250075728,-0.236038148,-0.32478404,-0.189246014,-0.234900102,-0.27176103,0.248586878,0.124260329,0.249220207,0.009138436,-0.042868096,0.055554044,0.192286104,0.095538996,-0.190872401,-0.061084121,0.139527366,-0.027978497,0.207338378,0.403137118,0.080305658,-0.136294916,-0.014340137,-0.178303078,0.328196198,0.197705209,0.03847209,0.113827221,-0.173504755,0.036942616,0.175999299,-0.093911186,-0.179074034,-0.170714259,-0.250849962,-0.060162142,0.050700564,-0.301540136,-0.193071321,-0.229545727,-0.121140845,-0.30242905,-0.140966043,-0.379522532,-0.227679998,-0.360716701,-0.326662004,-0.252692282,-0.063569605,-0.063569605,-0.227836818,-0.15523392,-0.35035938,-0.299241006,-0.279929429,-0.183697492,-0.273693502,-0.250518739,-0.140638784,-0.268663228,-0.321064234,-0.312390983,-0.231284782,-0.296662748,-0.221008822,-0.160620064,-0.057956617,0.299702257,0.501024723,-0.143984288,-0.196098402,0.201044157,-0.099065915,0.015139062,-0.1166991,-0.043550462,-0.038753338,-0.13083826,-0.050822258,0.208370373,0.302256316,-0.009626931,0.026038997,-0.099397846,0.024431529,-0.151856482,-0.150297865,-0.227359116,0.034801822,-0.215225622,-0.189031824,0.412074596,0.158808589,0.406128019,-0.158550978,0.121500336,-0.095268771,-0.099244893,-0.203302622,-0.08930207,0.205985397,-0.252226412
D128,0.043371044,-0.158395022,-0.140749052,-0.191092029,-0.189336866,-0.092106268,-0.06693586,-0.213419154,-0.114787802,0.024094535,0.059036676,-0.236543447,-0.088046476,-0.144759193,-0.164614424,-0.278237134,-0.008314913,-0.243258849,-0.301065922,0.306162924,0.129280314,0.066564605,0.092840374,0.169764727,0.07988359,0.164103851,0.206528604,-0.093717165,0.170084208,0.109885797,0.022692421,0.438622653,0.222421572,0.058167271,0.056264985,0.142111212,-0.142160445,0.242652342,0.164819345,0.08528167,0.05624463,-0.126617491,0.291621864,0.360630214,-0.085910767,-0.121962473,-0.144710511,-0.145519227,-0.034163591,0.114287727,-0.111108936,-0.048980024,-0.13342382,0.054970395,-0.251033545,-0.145943567,-0.322957933,-0.212322012,-0.316804647,-0.310547948,-0.193355963,-0.086883806,-0.086883806,-0.221326992,-0.152618468,-0.29255867,-0.265109748,-0.222312674,-0.249990284,-0.216727048,-0.180606782,-0.237639353,-0.179490536,-0.107983209,-0.173207924,-0.148530886,-0.216554567,-0.195842817,0.010501782,-0.05205825,0.441292256,0.640588462,0.015465788,-0.025035571,0.288106531,-0.008102309,0.04563551,0.008260813,0.096246019,0.081297792,-0.036758844,-0.066906787,0.168367177,0.124626547,0.052945409,-0.013842024,0.036488704,0.179999545,-0.135256231,-0.158463106,-0.175128847,-0.008532246,-0.1298493,-0.125051096,0.127885118,0.067052253,0.101950787,-0.132954851,0.005028736,0.036922183,-0.031838745,-0.165626064,-0.084188476,0.093678728,-0.130859703
D129,0.058886591,-0.146717578,-0.132050917,-0.179334491,-0.180228695,-0.118912339,-0.068312705,-0.206535265,-0.132900283,0.032902528,0.056143496,-0.226940572,-0.111255355,-0.105479866,-0.162122354,-0.276225299,-0.033775903,-0.241196766,-0.271470785,0.241389304,0.099690422,0.053395763,0.062464871,0.120394453,0.093029894,0.210174888,0.225871012,-0.097524337,0.089758582,0.05926054,0.000440122,0.399190217,0.164121062,0.047647778,0.041665442,0.117307343,-0.1335195,0.27069968,0.166646376,0.079321183,0.029344115,-0.110843599,0.231727645,0.319200337,-0.041671265,-0.130191103,-0.125180334,-0.153467864,-0.000166647,0.110915862,-0.066501833,-0.093217798,-0.106853954,0.075723775,-0.232504636,-0.171575829,-0.321920633,-0.176339701,-0.309956253,-0.282295495,-0.173843741,-0.0479533,-0.0479533,-0.212332174,-0.125485897,-0.293326795,-0.222469285,-0.193387374,-0.252486199,-0.184088081,-0.176637307,-0.237103567,-0.187611669,-0.117959328,-0.182621434,-0.13847284,-0.231119275,-0.192167416,0.014856724,-0.065532506,0.432467937,0.622262776,0.052603878,-0.017134776,0.274784625,-0.014106726,0.075178735,0.023200968,0.106920898,0.101642959,-0.008400492,-0.054084975,0.135365888,0.123719834,0.058650516,-0.021280931,0.032315381,0.193341494,-0.133659393,-0.146753445,-0.165692657,-0.013449346,-0.051654253,-0.072656557,0.10894385,0.063833587,0.087343276,-0.130909503,0.020892337,0.03890105,-0.016664831,-0.168668583,-0.037334345,0.058339912,-0.15500547
%6:0,0.038498234,0.054254118,0.030864038,0.119610295,0.078823932,0.101712458,-0.012751339,0.113689892,0.138714686,-0.123850912,-0.035171628,0.118603393,-0.055622552,0.377857506,-0.011349819,0.170012146,-0.07340654,0.17953153,0.174708337,-0.204475388,-0.117942974,-0.07260517,0.029907962,0.019234348,-0.139558107,-0.133837238,-0.181581393,0.063911684,0.029086461,-0.122515395,0.053562053,-0.032760229,-0.157964811,0.068546087,-0.040996641,0.04964688,0.05665068,0.041689072,-0.046168566,-0.029426694,-0.04857165,0.009886186,-0.236258879,-0.204870805,0.107249446,-0.090583116,-0.111187115,-0.110165179,0.71963799,0.181141928,0.553296685,-0.1050881,0.359288633,0.231388673,0.007931337,-0.224201396,0.18341364,0.271622449,0.273420423,0.162337556,0.632797956,0.161391556,0.161391556,-0.113843121,0.121839747,0.215542987,0.464436322,0.249904841,0.025380483,0.266171306,0.033856854,0.03428036,-0.039076649,-0.075937301,-0.064749993,-0.109119788,0.078136437,-0.002563445,-0.106174298,-0.086919472,-0.135257438,-0.135820359,-0.080254085,-0.029340263,-0.195259035,-0.044209085,0.285506427,0.234670535,-0.088240743,0.066279367,0.261304557,0.28017363,-0.208650067,0.104383327,-0.17564036,-0.206264257,0.202224836,-0.025894422,0.097298339,0.054220639,0.093252569,-0.125829846,0.569266438,0.270145237,-0.091092981,-0.03424583,-0.11351952,-0.00115043,0.018298937,0.016437083,-0.102760062,-0.047792111,0.125523016,-0.138417915,0.088701196
%8:0,0.089366339,0.035497773,0.03942287,0.113785878,0.071367338,0.082344532,-0.103482246,0.086710319,0.080973245,-0.112262316,-0.062631868,0.096062467,-0.084538199,0.419787496,-0.004109947,0.137588948,-0.057413008,0.179132625,0.108481012,-0.207044482,-0.118454374,-0.069438472,-0.044754386,0.071225211,-0.117583282,-0.167721465,-0.197196037,0.128257543,0.057940431,-0.113460273,-0.045601491,-0.036513399,-0.186897814,-0.07606528,0.006278782,0.134321585,0.063564099,0.02061435,-0.094558187,0.061351649,-0.036717534,0.036270626,-0.228420779,-0.218441814,0.20740144,-0.088300891,-0.130094513,-0.126981005,0.747319698,0.236318544,0.57770735,-0.122032307,0.413926065,0.192801267,-0.007298504,-0.234086335,0.140299588,0.262526691,0.200282633,0.114541069,0.602437615,0.146017328,0.146017328,-0.078912787,0.132176384,0.163181335,0.424110979,0.225624636,-0.090449594,0.245294496,-0.054652378,-0.081431404,-0.047263443,-0.142830253,-0.141965136,-0.111023895,-0.0045659,-0.070520796,-0.151124001,-0.106642194,-0.179953322,-0.122578926,-0.009574957,-0.042547125,-0.20024845,-0.032452565,0.396266133,0.242690921,-0.065004878,0.082689092,0.297071695,0.251640379,-0.247663602,0.04534496,-0.195669517,-0.209162831,0.122659676,-0.02623417,0.036098428,0.035460386,0.056223128,-0.122995324,0.628515184,0.324141353,-0.153502822,-0.066409752,-0.178526327,-0.065824747,-0.008786586,-0.016394708,-0.141780272,-0.075241216,0.230992541,-0.185525879,0.099691339
%10:0,0.059499379,0.045458432,0.082036428,0.051676441,0.056657217,0.05998804,-0.161674425,0.083978243,0.073266163,-0.087284617,-0.051925886,0.094560817,-0.039558142,0.2908535,-0.058216758,0.099441953,-0.030049145,0.174177453,0.098190352,-0.188933626,-0.085451789,-0.007741745,-0.005656942,0.02857847,-0.165742755,-0.063592762,-0.095978454,0.053652432,-0.012363213,-0.091251977,-0.012984229,0.003976155,-0.194173574,-0.066658176,0.045242783,0.247486427,0.039908543,0.102062277,-0.036768068,0.093941689,-0.036461044,0.066829182,-0.281781614,-0.261700571,0.178638697,-0.092120655,-0.111739762,-0.132748738,0.77059567,0.280337393,0.414205492,-0.226899415,0.284207046,0.086046815,-0.031809926,-0.268548757,0.06389451,0.219266638,0.116903044,0.081338711,0.485493958,0.109801263,0.109801263,-0.115561269,0.126576826,0.09072464,0.326874822,0.225095183,-0.010499408,0.24471724,-0.046045024,0.00917276,-0.046430528,-0.182278633,-0.160106912,-0.136719957,0.007886901,-0.125933811,-0.211563617,-0.085397765,-0.134227246,-0.121326238,-0.036135487,-0.041765347,-0.166541636,0.039899644,0.324974597,0.170557171,-0.067294247,0.065607056,0.32585156,0.359507769,-0.221146181,0.073332623,-0.21716252,-0.188646644,0.04977319,-0.072200768,0.030831993,0.045389805,0.066032156,-0.071664326,0.551007867,0.238002062,-0.176055863,-0.11112234,-0.194869399,-0.051389217,-0.021787835,-0.038287487,-0.147146001,-0.06741742,0.200362891,-0.149988845,0.08739154
%11:0,0.083954439,-0.101403162,-0.071886875,-0.141000539,-0.104829058,-0.027865421,-0.188855112,-0.086421728,-0.063995026,-0.204041287,-0.108870372,-0.067623913,-0.235187665,0.071477868,-0.168185979,-0.07329797,-0.205600709,0.104145847,0.022204043,-0.216530144,-0.108123995,-0.004807693,-0.050731018,0.082605548,-0.099339142,-0.169915482,-0.168792814,0.043432202,0.069022059,-0.035379294,-0.07847622,0.040869478,-0.032525472,-0.031133393,0.024067376,0.189667597,-0.001908335,0.138244748,-0.002887668,0.118468747,-0.00106182,-0.062559545,-0.23796013,-0.158907771,0.103077874,-0.161776677,-0.156355664,-0.210238487,0.646211445,0.30909586,0.18560414,-0.26723823,0.087353744,-0.047971051,-0.037029319,-0.250522017,-0.072225749,0.128161326,-0.108886041,-0.079686537,0.201042205,0.103362076,0.103362076,-0.003065001,0.110217854,-0.075051256,0.129635781,0.062781133,-0.045330338,0.077264227,-0.191918686,-0.004087522,-0.192290306,-0.324639171,-0.300189078,-0.209328786,-0.060784876,-0.234619826,-0.29952988,-0.153531447,-0.140815392,-0.082402028,-0.147105739,-0.155376151,-0.204386085,-0.037439059,0.246471375,0.058241468,-0.131004632,0.00566557,0.261733532,0.334525615,-0.249294475,0.087878056,-0.213825956,-0.19261767,-0.05355205,-0.102337956,-0.079638354,-0.101487994,-0.080991708,-0.171985447,0.342379868,0.047718201,-0.006198525,-0.011745742,0.015055243,-0.169613063,-0.031457793,-0.147065222,-0.20699133,-0.161935002,0.123696253,-0.202008367,0.000479063
%12:0,-0.088069282,0.119413026,0.149914086,-0.001811017,0.098599471,0.007284985,-0.198390201,0.11926388,0.04180285,0.011999373,-0.063889429,0.14140141,0.115394033,0.167897537,-0.108899355,0.106399797,0.098406009,0.169531196,0.102330416,-0.09381409,-0.074505731,0.117699452,0.023175141,-0.044920485,-0.184516504,0.116544493,0.157960251,-0.030243216,-0.126682833,-0.000109428,0.025133776,0.063065507,-0.175134167,0.004115333,0.054301053,0.226505607,-0.019948488,0.110034652,-0.013163718,0.044231307,-0.068988428,0.108827889,-0.303820401,-0.286484987,0.175102875,-0.059067763,-0.043413002,-0.129474178,0.684683502,0.214605987,0.265054971,-0.249067545,0.202440515,0.09130358,-0.090055145,-0.27887094,0.031003233,0.020704145,0.036928698,-0.01853059,0.28893885,-0.072431013,-0.072431013,-0.177202657,-0.024692761,0.069081798,0.093162656,0.216586053,0.082282662,0.230013788,0.000287912,0.087694287,0.001710662,-0.109533183,-0.07046736,-0.154705226,0.022927335,-0.112780124,-0.178381637,-0.002825293,0.009332432,-0.00595744,-0.017769778,0.000550412,-0.017128879,0.074403659,0.248313934,0.066598684,-0.0404821,0.089200415,0.29832083,0.388653219,-0.115815789,0.159260169,-0.174735516,-0.135746464,0.000247307,-0.077067696,0.101815626,0.119349748,0.118711844,0.091246702,0.47336325,0.187214866,-0.149799898,-0.188497111,-0.144437045,0.03057069,-0.007002787,-0.039997384,-0.140436634,0.033306763,0.196863025,-0.066128463,0.036393929
%13:0,-0.010717741,0.039076116,0.013550696,0.046831917,0.069632582,0.097750925,-0.018826941,0.052066788,0.115572333,-0.067317232,-0.078121886,0.081120968,-0.092455156,0.370116591,0.023480093,0.081313528,-0.114421576,0.16928041,0.19388032,-0.201150492,-0.111382194,-0.054112829,-0.057793621,0.086312309,-0.051043238,-0.191136137,-0.220890075,0.123573124,0.093866438,-0.060622867,-0.056254104,-0.045727201,-0.174704999,-0.029013732,0.103358932,0.121998064,0.169653147,-0.039487317,-0.110840514,0.021118233,-0.046058744,-0.06585291,-0.188511252,-0.164574102,-0.008340413,-0.087507859,-0.110469475,-0.07872007,0.548975408,0.124301247,0.54067564,0.052812234,0.33303529,0.335573882,0.082698263,-0.181508571,0.115739554,0.140621901,0.121552266,0.108406186,0.369064212,0.049617801,0.049617801,-0.069577307,0.051277518,0.135575891,0.260294944,0.113827907,-0.008772672,0.118918583,-0.005680982,-0.029472364,-0.045985963,0.019012894,-0.018749416,-0.079468109,0.084172234,-0.021153538,-0.029002996,-0.099544056,-0.150180176,-0.147845179,0.041280571,-0.019218626,-0.170056835,0.083835259,0.135263786,0.0993516,0.020887192,0.163669318,0.232748687,0.175112069,-0.248542085,0.045661107,-0.174083963,-0.181977361,0.130418956,-0.045020547,0.053610597,0.03910682,0.032446753,-0.049196322,0.44811511,0.161009893,-0.18859145,-0.064001732,-0.205211952,-0.006731037,-0.130883694,-0.046589728,-0.13431783,0.038270917,0.009386335,-0.227774739,0.024867814
%14:0,-0.053494666,0.121351384,0.157578006,0.036592238,0.116175197,0.044234172,-0.167198151,0.141311914,0.060818035,-0.031449214,-0.033351731,0.152413815,0.091979213,0.262446582,-0.031356119,0.110601045,0.08795438,0.2339347,0.155011728,-0.182146803,-0.100117207,0.017381307,-0.060253859,-0.061017029,-0.225827366,-0.035222482,-0.013828013,-0.038796309,-0.062145844,-0.106801711,-0.038859405,-0.038010079,-0.282805592,-0.081701636,0.016546572,0.202505827,0.071456984,0.067818448,-0.081826694,0.029767418,-0.129379734,0.134494111,-0.281120807,-0.309991688,0.213879988,-0.046317603,-0.060913529,-0.09646903,0.713514268,0.31111452,0.311202139,-0.270605594,0.245249748,0.064536601,-0.096276045,-0.346176654,0.063429333,0.116644137,0.068507552,0.067426555,0.33896181,0.018277599,0.018277599,-0.068119459,0.049427219,0.080493331,0.20436047,0.249940306,0.072408631,0.265631646,0.026796754,0.076053783,0.037541155,-0.106670879,-0.088451542,-0.098103344,0.062048569,-0.131756693,-0.205015779,-0.056140814,-0.107053086,-0.069673575,0.000699593,0.018262835,-0.096325018,0.100212634,0.347087592,0.184035525,-0.068254486,0.086488262,0.324161559,0.367641866,-0.238105074,0.013415729,-0.174768701,-0.151775509,0.045476448,-0.028709423,0.056816328,0.121285059,0.138133973,-0.015951252,0.521348357,0.250212967,-0.177096665,-0.156280413,-0.203969389,0.011857316,0.012546383,-0.038121253,-0.152625516,-0.001382987,0.230172828,-0.192130208,0.055025961
%14:1,0.124902673,0.009151124,0.016553352,0.091694333,0.031450845,0.068846956,-0.102085657,0.061644413,0.059738934,-0.122929215,-0.049868997,0.061057106,-0.096409276,0.408772439,-0.025942603,0.103758633,-0.062069111,0.150765315,0.078918681,-0.196918055,-0.103051387,-0.057244316,-0.031429101,0.070984714,-0.156491205,-0.139836326,-0.164295763,0.082407609,0.073482931,-0.108006023,-0.041801088,0.001427914,-0.144541979,-0.078466378,-0.029514721,0.165834606,0.040663552,0.062864572,-0.056949265,0.103661016,-0.007019737,0.037285566,-0.240794808,-0.221980527,0.212099105,-0.101919383,-0.144039288,-0.138041422,0.760820031,0.277959973,0.530714631,-0.20266667,0.365761697,0.14547658,-0.041893475,-0.284928769,0.082995594,0.265485555,0.153521821,0.096757799,0.57228297,0.173470616,0.173470616,-0.077059798,0.141202301,0.102814473,0.416144818,0.208704725,-0.083182216,0.231464759,-0.071644835,-0.061171286,-0.070985645,-0.203787729,-0.187647253,-0.126634568,-0.03910723,-0.100069143,-0.188472182,-0.091699839,-0.147152439,-0.077277631,-0.029443577,-0.059280381,-0.202087536,-0.042366918,0.410084158,0.265068471,-0.094452463,0.049947694,0.298325807,0.283350348,-0.241194069,0.050579306,-0.196779445,-0.20533447,0.110969998,-0.013631326,-0.000213401,0.009091435,0.036486194,-0.140633121,0.609228015,0.315448344,-0.131166071,-0.057724535,-0.159901053,-0.0883056,0.028110875,-0.005828592,-0.130316481,-0.125116229,0.235729799,-0.164227486,0.110322997
%15:0,0.090921946,-0.073565081,-0.049249314,-0.039786719,-0.064074993,0.111476272,-0.048531558,-0.029309975,0.103819914,-0.214502871,-0.083116926,-0.018534785,-0.194434136,0.300527185,-0.08676666,0.005612407,-0.181993499,0.128270343,0.165771678,-0.213941008,-0.09508881,-0.087915994,-0.104685649,0.138860211,-0.165550321,-0.205445066,-0.206961319,0.150329962,0.12598528,-0.124558993,-0.099264786,-0.016647309,-0.144851625,-0.093137495,0.023069588,0.187910333,0.185712457,0.097750954,-0.064386092,0.062487964,-0.055459075,-0.050091509,-0.18628481,-0.137387693,0.119412594,-0.156898201,-0.174497053,-0.090871006,0.749985814,0.350600809,0.386330485,-0.262770057,0.216207758,0.033431862,-0.04586963,-0.308378994,0.027433505,0.318727374,0.026898015,0.052847214,0.451145172,0.257121921,0.257121921,-0.058709458,0.233419865,0.040859371,0.39092198,0.124438457,-0.066517457,0.146462813,-0.08539255,-0.040086418,-0.150613949,-0.226222947,-0.215104595,-0.175860599,0.013076687,-0.227578908,-0.266998947,-0.171030656,-0.165577888,-0.079309627,-0.044795297,-0.069895007,-0.238199204,-0.006008663,0.336912543,0.182183132,-0.131859615,0.052159529,0.326657683,0.324317366,-0.365032375,-0.074624196,-0.239055499,-0.246762797,0.013247788,-0.075196959,-0.076214567,-0.073647253,-0.039213728,-0.220976681,0.487832218,0.204229236,-0.137109444,-0.010198628,-0.177296847,-0.133443207,-0.031052146,-0.02248792,-0.120566323,-0.148860767,0.143127516,-0.274457306,0.056822482
%15:1,0.087688155,-0.143573433,-0.154028967,-0.022949871,-0.09239497,0.175430894,0.168685049,-0.070817269,0.164334819,-0.314894646,-0.123362318,-0.047298517,-0.322935849,0.287693053,-0.01642913,0.025295153,-0.351018965,0.03459106,0.28469643,-0.333578557,-0.168672964,-0.201294646,-0.287661642,0.141146213,-0.128420845,-0.404235274,-0.405934185,0.245992079,0.202844709,-0.206727654,-0.22860384,-0.248777434,-0.17521517,-0.085856922,-0.015137944,-0.062944531,0.395100296,-0.062448621,-0.229837462,-0.134145245,-0.132675707,-0.193715855,0.084757298,0.128762811,-0.088369898,-0.183249325,-0.112093545,0.24191764,0.384202749,0.140035123,0.317350507,-0.075431883,0.140712515,-0.064158574,0.037260342,-0.087421864,0.226814508,0.539444149,0.132410645,0.132671148,0.46629414,0.499497175,0.499497175,0.199189678,0.433003396,0.196600944,0.597242355,0.045601312,-0.107040815,0.062007088,-0.009080127,-0.094810799,-0.149101391,-0.087313659,-0.095369034,-0.153200611,0.094062336,-0.181694388,-0.145503074,-0.282286614,-0.371890247,-0.349257857,-0.045939296,-0.046292804,-0.412487894,-0.15620628,0.169360682,0.132559329,-0.271598369,-0.028353827,0.299135357,0.121650472,-0.658749938,-0.461069643,-0.233792111,-0.323073685,-0.00681258,-0.155156642,-0.162985817,-0.143640816,-0.090064064,-0.361397088,0.240437821,0.120806247,-0.034401469,0.224101275,-0.101713173,-0.142362967,-0.121235408,0.123875558,0.074636601,-0.137299821,-0.073035337,-0.549544811,0.031427663
%16:0,-0.328728795,0.422416985,0.487757057,0.141132221,0.409652531,0.004626206,-0.141043335,0.425649345,0.04021227,0.180970326,-0.062701032,0.435630143,0.44830966,0.140276045,0.1120039,0.309668034,0.437453181,0.339761823,0.198689133,-0.192323104,-0.202322349,0.061014082,-0.178567514,-0.260322005,-0.240530238,0.02315717,0.126887396,-0.100833759,-0.195859775,-0.118056834,-0.09894564,-0.289632827,-0.556322098,-0.151267514,-0.040013332,-0.028440947,0.117761269,-0.162187725,-0.307810158,-0.15000017,-0.360651314,0.365763187,-0.168047056,-0.321761787,0.205740497,0.136978388,0.304134697,0.152495459,0.178639874,-0.018065803,0.009934315,-0.014013501,0.232385844,0.198505476,-0.190314829,-0.182077721,0.290704429,-0.118759073,0.176297143,0.128421366,0.12024992,-0.287968367,-0.287968367,0.077639133,-0.156303048,0.288582027,-0.027198931,0.400292426,0.145471662,0.399674416,0.242207915,0.071657352,0.380841076,0.268222332,0.255512238,0.098552838,0.210710406,0.138242885,0.037230831,0.080823503,-0.167412311,-0.17721191,0.107737415,0.288083345,0.017746896,0.208347455,0.198529348,0.098466799,-0.035990413,0.062329125,0.142749757,0.070752271,-0.229983374,-0.219308257,-0.031903703,-0.083366908,0.018415544,-0.021241007,0.241496354,0.422420472,0.427320629,0.216038272,0.32441178,0.221424222,-0.177877113,-0.205671832,-0.232576415,0.311454356,-0.029137151,0.020525021,0.007827805,0.298946142,0.195458516,-0.304801017,0.033030704
